              Y_h1             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     7.12209816335083E-01     2.70963949339083E-01     3.21972175808349E-12     3.37260333630323E-21     2.62408975833263E-12     3.53332209552124E-12     2.10712772828950E-16     8.81737053208257E-05     1.52367285301830E-04     2.10004216866757E+16     8.10000000000000E+02
     7.12175188966460E-01     2.70972606170837E-01     3.21987931494646E-12     3.37293236632014E-21     2.62421816798420E-12     3.53349198184187E-12     2.10723084044004E-16     8.81736576969364E-05     1.52367332925263E-04     2.12367640333382E+16     8.20000000000000E+02
     7.12140561595386E-01     2.70981263004373E-01     3.22003678421544E-12     3.37326133646073E-21     2.62434650624623E-12     3.53366207988184E-12     2.10733389526523E-16     8.81736149368435E-05     1.52367375684900E-04     2.14731063616382E+16     8.30000000000000E+02
     7.12105934220054E-01     2.70989919841017E-01     3.22019409022604E-12     3.37359016822068E-21     2.62447471145183E-12     3.53383253315766E-12     2.10743684324695E-16     8.81735806548721E-05     1.52367409966416E-04     2.17094486581811E+16     8.40000000000000E+02
     7.12071306840395E-01     2.70998576680600E-01     3.22035124261184E-12     3.37391887163749E-21     2.62460279145243E-12     3.53400332340838E-12     2.10753969068984E-16     8.81735543918517E-05     1.52367436228980E-04     2.19457909164733E+16     8.50000000000000E+02
     7.12036679456803E-01     2.71007233522714E-01     3.22050826479028E-12     3.37424747107440E-21     2.62473076533335E-12     3.53417440622789E-12     2.10764245291930E-16     8.81735350321070E-05     1.52367455588269E-04     2.21821331360449E+16     8.60000000000000E+02
     7.12002052072062E-01     2.71015890365631E-01     3.22066525588771E-12     3.37457606978867E-21     2.62485871388308E-12     3.53434559360718E-12     2.10774519480798E-16     8.81735178624548E-05     1.52367472757465E-04     2.24184753459215E+16     8.70000000000000E+02
     7.11967424685009E-01     2.71024547209841E-01     3.22082218755165E-12     3.37490463807103E-21     2.62498661399422E-12     3.53451693933496E-12     2.10784789780077E-16     8.81735042221795E-05     1.52367486397284E-04     2.26548175276080E+16     8.80000000000000E+02
     7.11932797295880E-01     2.71033204055072E-01     3.22097907532830E-12     3.37523319193818E-21     2.62511447833698E-12     3.53468841393384E-12     2.10795057207179E-16     8.81734933638200E-05     1.52367497255187E-04     2.28911596800471E+16     8.90000000000000E+02
     7.11898169904851E-01     2.71041860901096E-01     3.22113593194025E-12     3.37556174441629E-21     2.62524231728036E-12     3.53485999328170E-12     2.10805322594726E-16     8.81734846721436E-05     1.52367505946407E-04     2.31275018019106E+16     9.00000000000000E+02
     7.11863542512453E-01     2.71050517748643E-01     3.22129271667796E-12     3.37589025429167E-21     2.62537009764585E-12     3.53503175457700E-12     2.10815583278506E-16     8.81734801332550E-05     1.52367510484840E-04     2.33638439280398E+16     9.10000000000000E+02
     7.11828915118946E-01     2.71059174597093E-01     3.22144946462759E-12     3.37621875766537E-21     2.62549784802888E-12     3.53520363128754E-12     2.10825841554713E-16     8.81734780588824E-05     1.52367512558756E-04     2.36001860485235E+16     9.20000000000000E+02
     7.11794287724563E-01     2.71067831446013E-01     3.22160620030747E-12     3.37654727975165E-21     2.62562558841199E-12     3.53537557692178E-12     2.10836099027933E-16     8.81734772685412E-05     1.52367513348640E-04     2.38365281578081E+16     9.30000000000000E+02
