              Y_h1             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     7.11725193852241E-01     2.71085107174298E-01     1.07905631852570E-09     2.84510592926171E-16     9.55230963269311E-10     7.63197243416454E-09     2.60350626685255E-13     8.81698966457252E-05     1.52361436833924E-04     2.43081227606729E+16     9.50000000000000E+02
     7.11690567831045E-01     2.71093763677121E-01     1.07910887101699E-09     2.84538292254128E-16     9.55277485125733E-10     7.63234306652774E-09     2.60363306351450E-13     8.81698887041030E-05     1.52361444305827E-04     2.45444553783583E+16     9.60000000000000E+02
     7.11655941810071E-01     2.71102420179827E-01     1.07916143029604E-09     2.84565995989024E-16     9.55324012990994E-10     7.63271371449011E-09     2.60375987655363E-13     8.81698804869677E-05     1.52361452053214E-04     2.47807879968988E+16     9.70000000000000E+02
     7.11621315789137E-01     2.71111076682398E-01     1.07921399674463E-09     2.84593704251403E-16     9.55370547203080E-10     7.63308437340437E-09     2.60388670689107E-13     8.81698719487641E-05     1.52361460121646E-04     2.50171206106905E+16     9.80000000000000E+02
     7.11586689767781E-01     2.71119733184889E-01     1.07926656943191E-09     2.84621416833216E-16     9.55417086937951E-10     7.63345505467492E-09     2.60401355228093E-13     8.81698632373582E-05     1.52361468363245E-04     2.52534532083735E+16     9.90000000000000E+02
     7.11552063746702E-01     2.71128389687558E-01     1.07931914343033E-09     2.84649132448329E-16     9.55463627833430E-10     7.63382581852503E-09     2.60414040083451E-13     8.81698550577811E-05     1.52361476072931E-04     2.54897858168358E+16     1.00000000000000E+03
     7.11517437726030E-01     2.71137046190731E-01     1.07937171259510E-09     2.84676849518473E-16     9.55510164449739E-10     7.63419674007209E-09     2.60426723772614E-13     8.81698482996720E-05     1.52361482361000E-04     2.57261184488570E+16     1.01000000000000E+03
     7.11482811705796E-01     2.71145702694455E-01     1.07942427607021E-09     2.84704567827964E-16     9.55556696029109E-10     7.63456782979152E-09     2.60439406089056E-13     8.81698430890294E-05     1.52361487101445E-04     2.59624511067185E+16     1.02000000000000E+03
     7.11448185685890E-01     2.71154359198007E-01     1.07947684752344E-09     2.84732290902429E-16     9.55603234671134E-10     7.63493892064143E-09     2.60452090330410E-13     8.81698374545604E-05     1.52361492265700E-04     2.61987837669168E+16     1.03000000000000E+03
     7.11413559666222E-01     2.71163015701958E-01     1.07952941617804E-09     2.84760015973258E-16     9.55649770835552E-10     7.63531014436013E-09     2.60464773896554E-13     8.81698329561866E-05     1.52361496293733E-04     2.64351164431540E+16     1.04000000000000E+03
     7.11378933646558E-01     2.71171672206385E-01     1.07958198064703E-09     2.84787742691669E-16     9.55696303294543E-10     7.63568151792004E-09     2.60477456452847E-13     8.81698297984174E-05     1.52361498981019E-04     2.66714491311047E+16     1.05000000000000E+03
     7.11344307626664E-01     2.71180328711316E-01     1.07963454037116E-09     2.84815470920636E-16     9.55742831553035E-10     7.63605304817694E-09     2.60490137864356E-13     8.81698280655364E-05     1.52361500243269E-04     2.69077818251827E+16     1.06000000000000E+03
     7.11309681607213E-01     2.71188985216507E-01     1.07968709994682E-09     2.84843201822483E-16     9.55789359679979E-10     7.63642467895056E-09     2.60502819240073E-13     8.81698270832583E-05     1.52361500754816E-04     2.71441145369592E+16     1.07000000000000E+03
     7.11275055587634E-01     2.71197641721953E-01     1.07973965946089E-09     2.84870935433863E-16     9.55835887752310E-10     7.63679640920763E-09     2.60515500600953E-13     8.81698268461649E-05     1.52361500521079E-04     2.73804472506097E+16     1.08000000000000E+03
     7.11240429567753E-01     2.71206298227484E-01     1.07979222216864E-09     2.84898672594285E-16     9.55882418651794E-10     7.63716819917993E-09     2.60528182732404E-13     8.81698268848080E-05     1.52361500011539E-04     2.76167799564079E+16     1.09000000000000E+03
     7.11205803547371E-01     2.71214954732852E-01     1.07984479274390E-09     2.84926414508036E-16     9.55928956515979E-10     7.63753999176184E-09     2.60540866762088E-13     8.81698265246199E-05     1.52361499900814E-04     2.78531126417930E+16     1.10000000000000E+03
